company,parent,round,date,amount_cr,post_money_cr,investors,founded,fit_for_fresher,role_title,role_family,likelihood,band_low_lpa,band_high_lpa,band_confidence,careers_url,why
Groyyo,,Series B,2026-07-16,90.8,,Cornerstone Ventures,2021,,,,,,,,,
Kalki,,Seed,2026-07-16,19.1,149.0,Crane Venture Partners,2026,,,,,,,,,
Neo Wealth and Asset Management,,Series C,2026-07-16,351.0,,Peak XV Partners,2021,,,,,,,,,
Quick Clean,,Series B,2026-07-16,135.0,,Stakeboat Capital[+2],2010,,,,,,,,,
SwitchOn,,Series A,2026-07-16,77.3,,IvyCap Ventures[+2],2017,,,,,,,,,
E3 Electric,,Series A,2026-07-15,75.2,,BluVenture Holdings,2024,,,,,,,,,
NeoGeo,,Series A,2026-07-15,193.0,,Aavishkaar Capital[+1],2019,,,,,,,,,
Open Secret,,Series C,2026-07-15,30.1,,Desai Brothers,2019,,,,,,,,,
Pixxel,,Series B,2026-07-15,704.0,,Stride Ventures,2019,,,,,,,,,
Scripbox,,Series D,2026-07-15,34.8,,Tria Asteria Ventures[+23],2012,,,,,,,,,
udaan,,Series H,2026-07-14,1540.0,,Lightspeed Venture Partner,2016,,,,,,,,,
Finnovate,,Seed,2026-06-26,18.9,,Ramakant Deshpande,2007,,,,,,,,,
Lithium Urban Technologies,,Series B,2026-06-25,,,JSW Group,2015,,,,,,,,,
Rumik,,Seed,2026-06-25,5.98,,Info Edge Ventures[+1],2024,,,,,,,,,
Super Living,,Series A,2026-06-25,66.0,,Lightspeed Venture Partners[+2],2025,,,,,,,,,
AlienKind,,Seed,2026-06-24,30.3,,Redbrook[+4],2024,,,,,,,,,
Battery Smart,,Series B,2026-06-24,95.8,,Rising Tide Fund[+1],2019,,,,,,,,,
ChefKart,,Series A,2026-06-24,1.07,46.6,Pravega Ventures[+1],2020,,,,,,,,,
IKIN Global,,Seed,2026-06-24,19.0,,Unicorn India Ventures[+2],2022,,,,,,,,,
Lifelong Online,,Series B,2026-06-24,77.8,3850.0,Celeres Investments[+4],2015,,,,,,,,,
SaffronStays,,Series A,2026-06-24,,,Infinity Ventures,2014,,,,,,,,,
Blue Tokai Coffee Roasters,,Series C,2026-06-23,65.0,2280.0,Bhoruka Supply Chain Solutions Holdings[+5],2013,,,,,,,,,
Mitigata,,Series B,2026-06-23,142.0,601.0,Bessemer Venture Partners[+3],2021,,,,,,,,,
Monk CI,,Seed,2026-06-23,4.26,,Campus Fund[+1],2025,,,,,,,,,
Square Yards,,Series C,2026-06-23,901.0,,Muzinich & Co[+1],2014,,,,,,,,,
CRED,,Series H,2026-06-22,5090.0,,Meta,2018,,,,,,,,,
Idfy,,Series F,2026-06-22,217.0,,,2011,,,,,,,,,
PlayBlue,,Seed,2026-06-20,25.5,94.4,Centre Court Capital.[+7],2025,,,,,,,,,
Karo Sambhav,,Seed,2026-06-18,56.6,,Rainmatter,2017,,,,,,,,,
ProactAI,Proact,Seed,2026-06-18,7.48,,Ixigo,2024,,,,,,,,,
Vetic,,Series D,2026-06-18,377.0,,Bessemer Venture Partners[+3],2022,,,,,,,,,
30 Sundays,,Series A,2026-05-27,64.6,,Bessemer Venture Partners[+2],2022,,,,,,,,,
C2I Semiconductors,,Series A,2026-05-27,161.0,557.0,TDK Ventures[+1],2024,,,,,,,,,
TIEA,,Series A,2026-05-27,77.1,217.0,IvyCap Ventures[+2],2020,,,,,,,,,
Fairdeal.market,,Series A,2026-05-26,143.0,,Bertelsmann India Investments[+12],2022,,,,,,,,,
FlexPrice.io,,Seed,2026-05-26,14.3,,Shastra[+2],2024,,,,,,,,,
Cyient Semiconductors,Cyient,Series A,2026-05-25,95.9,,EAAA Alternatives,2025,,,,,,,,,
Incuspaze,,Series A,2026-05-25,45.1,,Pantomath Group,2016,,,,,,,,,
StrainX Biotech,,Series B,2026-05-25,125.0,,Prime Venture Partners[+6],2023,,,,,,,,,
Gabit,,Angel,2026-05-22,36.3,,Deepak Gupta[+3],2022,,,,,,,,,
Mandrake Bio,,Seed,2026-05-22,18.3,,Antler[+7],2025,,,,,,,,,
Metafy,,Seed,2026-05-21,3.88,,Lumikai[+3],2025,,,,,,,,,
shatterdome,,Seed,2026-05-21,33.9,,Transpose Platform[+2],2025,,,,,,,,,
Solfin,,Series C,2026-05-21,281.0,781.0,,2022,,,,,,,,,
TIST Media,,Seed,2026-05-21,8.53,56.6,Sthira Partners,2016,,,,,,,,,
Wiffy,,Series A,2026-05-21,29.1,,Earthfund[+2],2019,,,,,,,,,
ANSCER,,Series A,2026-05-20,52.3,205.0,Indian Angel Network[+2],2020,,,,,,,,,
Scapia,,Series C,2026-05-20,610.0,4840.0,General Catalyst[+2],2022,,,,,,,,,
Centre for Sight,,Series B,2026-05-19,90.2,2560.0,Carillon Group[+4],1996,,,,,,,,,
Iscon Balaji Foods,,Series A,2026-05-19,1450.0,6750.0,Advent International,2012,,,,,,,,,
ONO,,Seed,2026-05-19,11.6,,Aeravti Ventures[+1],2021,,,,,,,,,
Zouk,,Series B,2026-05-19,60.6,610.0,Stellaris Venture Partners[+3],2016,,,,,,,,,
Astranova,,Series A,2026-04-09,59.9,174.0,IvyCap Ventures[+3],2023,,,,,,,,,
Nava,,Series A,2026-04-09,203.0,359.0,Greenoaks[+2],2025,,Account Manager,"Business development, inside sales and account management",listed now,,,low,https://navana.ai/careers,"Directly serves the round's first mandate, to ""expand Voice AI deployments among BFSI enterprises"". Navana already has named, sticky logos (Bajaj Finserv, Protean, Ujjivan SFB, Jana SFB, Grihum) and 100M+ minutes processed, so the cheapest growth is farming existing accounts, which is exactly what a"
Nava,,Series A,2026-04-09,203.0,359.0,Greenoaks[+2],2025,,Enterprise Sales Manager,"Business development, inside sales and account management",listed now,,,low,https://navana.ai/careers,"The single Mumbai on-site/hybrid role on the whole careers page, which is a deliberate signal: new-logo selling into banks, NBFCs and insurers is relationship-led and does not run remote. It is the GTM build behind the same ""expand deployments among BFSI enterprises"" mandate. Realistically a 4-8 yea"
Nava,,Series A,2026-04-09,203.0,359.0,Greenoaks[+2],2025,,Product Manager,Product analyst and associate product manager (APM),listed now,,,low,https://navana.ai/careers,Maps to the one genuinely new product line the round funds: the AI Contact Centre plus automated evaluation platform. The PM + Product Designer pairing on the careers page is the staffing signature of turning speech APIs into a full product surface. At a 25-45 person Series A this will be a 3-6 year
Nava,,Series A,2026-04-09,203.0,359.0,Greenoaks[+2],2025,,Sales Development Representative / Business Development Associate (BFSI outbound),"Business development, inside sales and account management",likely,,,low,https://navana.ai/careers,One Enterprise Sales Manager and one Account Manager cannot generate their own pipeline across the entire Indian BFSI universe. The standard next GTM hire after a Series A with an enterprise-expansion mandate is an SDR/BDR to build and work the bank/NBFC/insurer outbound list and qualify inbound fro
Nava,,Series A,2026-04-09,203.0,359.0,Greenoaks[+2],2025,,Solutions / Pre-Sales Associate (Sales Engineer),Pre-sales and solutions engineering (business-side technical GTM),likely,,,low,https://navana.ai/careers,"On-premise deployment inside regulated BFSI means every deal runs through a POC, a security and compliance review and integration scoping against a bank's telephony and core systems. That work sits between sales and engineering and is the standard way an early-stage deep-tech company scales deployme"
Nava,,Series A,2026-04-09,203.0,359.0,Greenoaks[+2],2025,,Customer Success / Implementation Associate,"Operations, supply chain and city launch (customer operations)",likely,,,low,https://navana.ai/careers,"100M+ voice minutes are already live at named regulated clients, and the round funds deeper penetration of those same accounts. On-prem deployments need onboarding, model tuning per client, SLA and accuracy reporting, and QBR support - work the single Account Manager cannot absorb alongside commerci"
Nava,,Series A,2026-04-09,203.0,359.0,Greenoaks[+2],2025,,Speech Data & Language Operations Associate (annotation / dialect QA),Operations (AI data operations),likely,,,low,https://navana.ai/careers,"The second use of funds is to ""strengthen its speech models for Indian languages and dialects"" - currently 12 languages and 40-45 dialects. Before that is a modelling problem it is a data-sourcing and label-quality problem: recruiting speakers, managing transcription vendors, auditing per-dialect la"
Nava,,Series A,2026-04-09,203.0,359.0,Greenoaks[+2],2025,,Associate Product Manager / Product Analyst (AI Contact Centre & evaluation platform),Product analyst and associate product manager (APM),possible,,,low,https://navana.ai/careers,"The automated evaluation platform is inherently metric-driven - call QA scores, accuracy by language and dialect, containment and deflection rates - which usually pulls in an analyst once the first enterprise customers are live. Marked possible rather than likely because at 25-45 people this work is"
Nava,,Series A,2026-04-09,203.0,359.0,Greenoaks[+2],2025,,Founder's Office / Business Associate,Founder's office / chief of staff / strategy associate,possible,,,low,https://navana.ai/careers,"Two founder-brothers with fresh institutional capital and new investor reporting obligations to Screwvala, Antler India and three angels is the classic trigger for a founder's-office hire. Marked possible only: the careers page currently shows zero appetite for general org build-out - no growth, str"
KreditBee,,Series E,2026-04-08,2040.0,13900.0,Motilal Oswal[+6],2017,,,,,,,,,
Newton School,,Series B,2026-04-08,26.4,1060.0,Alteria Capital[+1],,,,,,,,,,
Ecoil,,Series A,2026-04-07,23.2,55.0,Fundalogical Ventures[+4],2018,,,,,,,,,
H2LooP,,Seed,2026-04-07,18.6,,Speciale Invest[+1],2024,,,,,,,,,
Helium Air,,Seed,2026-04-07,18.6,67.3,India Quotient,2025,,,,,,,,,
OFF BEAT,,Seed,2026-04-07,99.9,449.0,Bessemer Venture Partners,2026,,,,,,,,,
Prithu,,Seed,2026-04-07,9.83,40.0,Transition VC,2024,,,,,,,,,
Vegrow,,Series C,2026-04-07,1.2,,VentureSoul[+1],2020,,,,,,,,,
GoSats,,Series A,2026-04-06,46.5,,Konvoy Ventures[+2],2019,,,,,,,,,
SatLeo Labs,,Seed,2026-04-06,20.5,,Unicorn India Ventures[+4],2023,,,,,,,,,
Connect and Heal,,Series A,2026-04-05,20.0,630.0,Pangram Venture Partners Trust,2016,,,,,,,,,
Skill MetaVerse,,Seed,2026-04-03,4.93,,Innopark Ventures,2025,,,,,,,,,
uppercase,Acefour Accessories,Series B,2026-04-03,19.9,406.0,Accel[+1],2021,,,,,,,,,
